network_seed,scenario,mean_distance_realized_cost,mean_free_flow_realized_cost,mean_ml_realized_cost,mean_expected_oracle_route_realized_cost,mean_ml_improvement_vs_distance_percent,mean_ml_improvement_vs_free_flow_percent,mean_draw_level_ml_improvement_vs_free_flow_percent,distance_realized_std,free_flow_realized_std,ml_realized_std,distance_p90_realized_cost,free_flow_p90_realized_cost,ml_p90_realized_cost,expected_oracle_route_p90_realized_cost,ml_p90_improvement_vs_free_flow_percent,probability_ml_beats_free_flow,probability_ml_beats_distance,decision_scenario_index,realization_count,win_probability,tie_probability,loss_probability,mean_savings_minutes,median_savings_minutes,conditional_win_probability,expected_ml_improvement_vs_free_flow_percent,expected_outcome_vs_free_flow,expected_ml_regret_vs_oracle_percent
14,weekend_midday,133.03535545123518,94.95887982121438,94.95887982121438,94.95887982121438,28.62132062628865,0.0,-7.055102544532647e-17,8.182377943124068,8.800081702602368,8.800081702602368,143.54256284477412,105.56934952012688,105.56934952012688,105.56934952012688,0.0,0.16,1.0,58,100,0.0,1.0,0.0,4.263256414560601e-16,0.0,,0.0,tie,0.0
14,weekend_evening,162.04406634621998,108.08979477845234,108.05702242633429,108.05702242633429,33.316273244179214,0.0303195617914077,-0.0845185441535108,8.834959242768681,8.566626551565768,8.015407535521023,174.6308256994799,119.49815465457368,118.22396578585337,118.22396578585337,1.066283301531771,0.54,1.0,59,100,0.54,0.0,0.46,0.03277235211808218,0.321130178086122,0.54,0.7187706235425654,win,0.0
15,weekday_midday,139.93535626359423,99.38035788631242,94.95753665631948,94.95753665631948,32.14185521674071,4.450397768795014,4.20056707902949,8.25686683254112,7.48476340436258,8.27231196569594,151.2746579426021,109.4957093318414,106.1673243098947,106.1673243098947,3.039740134345903,0.71,1.0,60,100,0.71,0.0,0.29,4.42282122999293,4.440819014757572,0.71,5.033694469004474,win,0.0
15,weekday_rush,159.4943195008569,126.85629165751712,119.80321160698692,119.80321160698696,24.88559342933635,5.5598977065890285,5.423859885158114,8.595544767626444,7.968147758087002,8.420860111570995,172.39120198568813,135.78536017161275,130.71470462929813,130.71470462929813,3.73431681876902,0.8,1.0,61,100,0.8,0.0,0.2,7.053080050530175,6.761733005107246,0.8,4.383107424932656,win,0.0
15,weekend_midday,126.24002339687593,92.9366476075778,91.14773697923654,91.14773697923654,27.798067105323277,1.924871053983883,1.7278898758731276,7.445475817894501,7.366435182828549,7.417079439786847,135.5926623740534,101.78605145584416,100.6631907650724,100.6631907650724,1.103157726143726,0.62,1.0,62,100,0.62,0.0,0.38,1.7889106283412766,2.3955287496774957,0.62,2.0514055228497385,win,0.0
15,weekend_evening,152.03870714437917,103.0794682387247,103.0794682387247,103.0794682387247,32.20182532804737,0.0,3.960156425510348e-17,8.54375635199005,8.912691285102278,8.912691285102278,163.9161584505733,114.11243939086324,114.11243939086326,114.11243939086326,-1.2453379132950023e-14,0.16,1.0,63,100,0.0,1.0,0.0,-1.5631940186722204e-15,0.0,,0.0,tie,0.0
16,weekday_midday,185.85108632653996,118.9296791946628,115.98940858193114,115.98940858193114,37.590136880804664,2.472276586165731,2.3165980614623027,7.776968296320827,7.60391176902548,6.961466219034983,197.21484920682923,127.964162998595,124.6322886715269,124.6322886715269,2.603755808651445,0.68,1.0,64,100,0.68,0.0,0.32,2.9402706127316445,3.2221828356695994,0.68,2.17988968470269,win,0.0
16,weekday_rush,207.95223287277025,143.58943305955285,143.58943305955285,143.58943305955285,30.950761587924852,0.0,0.0,9.054180215320558,8.371851508398505,8.371851508398505,220.1203403497837,153.5925287961076,153.5925287961076,153.5925287961076,0.0,0.0,1.0,65,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
16,weekend_midday,169.02893012110314,117.31219403107232,117.2642715860834,116.43252601388193,30.62473299566661,0.040850352671953,-0.1569666411800036,9.869245294196691,8.182021927266442,7.790008061271958,180.5911211554508,126.88238127080942,127.55567731817612,124.57535429266817,-0.5306458159306342,0.47,1.0,66,100,0.47,0.0,0.53,0.04792244498886504,-1.1122735968869364,0.47,0.8246211628754027,win,0.197749263185338
16,weekend_evening,191.86236038592924,136.19684473319597,136.19684473319597,136.19684473319597,29.013254887911653,0.0,-6.464920641826662e-16,7.86342327781401,8.673597264715005,8.673597264715003,203.32809311935176,148.4592323497173,148.4592323497173,148.45923234971727,0.0,0.04,1.0,67,100,0.0,1.0,0.0,-5.684341886080802e-16,0.0,,0.0,tie,0.0
17,weekday_midday,149.71464205229793,118.33229164199376,118.9168399569056,118.33229164199376,20.57100205645492,-0.4939888400711171,-0.6051098850928466,8.553512368545125,9.04416316658439,9.124681940271982,160.06672194654615,128.7363907210268,130.6217637686116,128.7363907210268,-1.4645222201936914,0.45,1.0,68,100,0.45,0.0,0.55,-0.5845483149118451,-1.19033657965916,0.45,-0.2653020762235418,loss,0.2653020762235418
17,weekday_rush,187.7511678241848,157.06992453746545,151.21021607379626,150.42925854112588,19.462436465165663,3.730636836380151,3.581034039211466,8.188622832770823,8.90929664828984,8.642472427043538,199.16663382397223,168.326546751284,163.61913783997562,162.23027926349096,2.7965932897464865,0.76,1.0,69,100,0.76,0.0,0.24,5.859708463669218,5.384406930028561,0.76,4.2139431293045835,win,0.3323462998862875
17,weekend_midday,140.23655631921764,115.00042103844542,115.00042103844542,114.35816257771182,17.99540429624335,0.0,0.0,8.635740057310812,7.902756772975832,7.902756772975832,152.24407738235516,125.54676562311936,125.54676562311936,122.21347562921449,0.0,0.0,1.0,70,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.6087051903859882
17,weekend_evening,181.05556205119345,145.05662839229285,135.94823942293513,136.22065226247315,24.913524951806902,6.279195284151294,6.167215826382881,7.95658410745195,8.23542721243081,8.56639102128496,191.3608436894449,155.77829019402398,146.63896217418232,146.54630588661385,5.866881712758882,0.87,1.0,71,100,0.87,0.0,0.13,9.108388969357733,9.267530983355385,0.87,5.785246188839535,win,0.5369516250683137
18,weekday_midday,166.09665597037204,125.82083788593629,124.7646958781324,124.7646958781324,24.88428189644731,0.8394015057834473,0.5545938176364933,8.13357479305867,9.2219575661994,8.91809112179857,176.83355355021058,137.36182050418418,134.8582436083436,134.8582436083436,1.8226148187693243,0.56,1.0,72,100,0.56,0.0,0.44,1.0561420078039372,1.9219383297296488,0.56,0.8336582716794081,win,0.0
18,weekday_rush,190.40502036713755,140.59029713707267,140.59029713707267,140.59029713707267,26.162505134587576,0.0,0.0,7.066524592575553,9.405888492126088,9.405888492126088,198.66969220069817,152.93009101556498,152.93009101556498,152.93009101556495,0.0,0.0,1.0,73,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
18,weekend_midday,156.38197709343632,107.87753978144764,110.05258106265488,107.87753978144764,29.62578993556285,-2.016213278142694,-2.334812135850233,8.95676237472386,7.688959321006991,7.412776179920619,168.78452503363312,117.59883645710126,118.5922286643334,117.59883645710126,-0.844729622469119,0.35,1.0,74,100,0.35,0.0,0.65,-2.17504128120722,-2.462266304690708,0.35,-0.8414147732984717,loss,0.8414147732984717
18,weekend_evening,197.4315349453003,128.47042508795428,128.47042508795428,128.47042508795428,34.92912612792691,0.0,9.51144487931291e-17,8.86527470093994,9.340988366775733,9.340988366775733,208.40028017993484,142.12555027685494,142.12555027685494,142.12555027685494,0.0,0.07,1.0,75,100,0.0,1.0,0.0,1.4210854715202004e-16,0.0,,0.0,tie,0.0
19,weekday_midday,168.22694393787944,121.56925323950276,114.6355523442334,114.76733576260136,31.85660414388527,5.703498796368627,5.632151189584863,7.368256419849877,7.595346974213385,9.287883081918476,176.11812753366934,131.6975279482551,125.90204805296536,127.88779995999958,4.400598846142971,0.83,1.0,76,100,0.83,0.0,0.17,6.933700895269363,6.803627335374443,0.83,5.548643592989003,win,0.3572844995763997
19,weekday_rush,200.7848666414832,143.3748542302908,138.1530528676683,138.1530528676683,31.19349322558697,3.642062194696405,3.61177797891728,8.088913683786288,6.571505786130497,7.070721302780868,210.78292882496245,151.04764275257088,146.9114952100701,146.9114952100701,2.7383065813719196,0.87,1.0,77,100,0.87,0.0,0.13,5.221801362622508,5.1472470144147735,0.87,3.5709383486402895,win,0.0
19,weekend_midday,139.03576475191446,109.52036012529824,108.09822570284058,108.09822570284058,22.251497018969634,1.298511455614885,1.103438093415906,8.437839890774931,8.36717785803959,8.612781918059309,150.42283239491243,120.2209633902787,118.45807719171007,118.45807719171007,1.4663717116004855,0.62,1.0,78,100,0.62,0.0,0.38,1.4221344224576842,2.1598877696953664,0.62,1.4357682592237355,win,0.0
19,weekend_evening,178.6892485241803,134.65529965323364,135.57203142354578,134.65529965323364,24.12972098587111,-0.6807988788209015,-0.7986997301154815,10.061178162813722,8.036635248789112,9.017179283293869,192.94400983091185,142.85372635123434,147.83797372063006,142.85372635123434,-3.4890566012544553,0.45,1.0,79,100,0.45,0.0,0.55,-0.9167317703121263,-1.1319050284687364,0.45,-1.0169599564282126,loss,1.0169599564282126
20,weekday_midday,113.75758246922,97.58972921075154,97.10525415662882,97.10525415662882,14.638433721195588,0.4964406173076568,0.390904298108258,8.710713696361031,8.000884047321714,8.26136448813916,125.37961337493338,107.3477393858429,107.39673175362056,107.39673175362056,-0.0456389375854269,0.53,0.99,80,100,0.53,0.0,0.47,0.48447505412272507,0.39035680669697825,0.53,0.705175726455916,win,0.0
20,weekday_rush,143.20118022315563,128.7240745883413,121.67252450999682,121.67252450999682,15.033853547582442,5.47803517010729,5.409559124931969,8.03264268360228,8.452354705829267,9.476973150943955,152.09528177297378,140.4703660025067,133.29535488052193,133.29535488052193,5.107846819347455,0.84,0.97,81,100,0.84,0.0,0.16,7.051550078344474,7.308539264204349,0.84,5.340530567053366,win,0.0
20,weekend_midday,106.90617087309784,92.18440242014908,92.18440242014908,92.18440242014908,13.770737771932842,0.0,-2.891963130342934e-16,8.496124698256482,8.529279959236499,8.529279959236499,117.58730091651236,102.97221679950064,102.97221679950064,102.97221679950064,0.0,0.15,0.96,82,100,0.0,1.0,0.0,-7.105427357601002e-16,0.0,,0.0,tie,0.0
20,weekend_evening,138.0411778972617,112.76624039641902,112.76624039641902,112.76624039641902,18.30970865784248,0.0,1.3550209483422837e-15,8.29815602527978,8.45455515730621,8.45455515730621,149.45876676905473,125.27029124804967,125.27029124804967,125.27029124804967,0.0,0.22,1.0,83,100,0.0,1.0,0.0,1.1368683772161603e-15,0.0,,0.0,tie,0.0
21,weekday_midday,191.5971771354964,123.21145077164194,123.21145077164194,123.21145077164194,35.692449850392364,0.0,0.0,8.363090602448073,8.540569775458964,8.540569775458964,203.09351142895807,134.2261470923965,134.2261470923965,134.2261470923965,0.0,0.0,1.0,84,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
21,weekday_rush,230.81962789600016,151.38160675918303,149.61439302119993,149.61439302119993,35.18125196501429,1.1673899992317902,1.1364381592607256,8.80354849094964,7.622867761697478,7.985314263083035,241.17931680820016,160.1001428188473,160.1745881316559,160.17458813165587,-0.0464992169887236,0.65,1.0,85,100,0.65,0.0,0.35,1.7672137379831094,1.6097440439323805,0.65,0.6945368743085922,win,0.0
21,weekend_midday,170.0950123103989,116.75861206772156,116.07672675611484,116.07672675611484,31.757712833876894,0.5840128616904109,0.2204951620306738,8.091087246473352,8.444101969480128,8.042410726317598,181.3764362195057,126.66482235561922,125.77262779998712,125.77262779998712,0.704374378805188,0.55,1.0,86,100,0.55,0.0,0.45,0.6818853116066608,0.7210568178900019,0.55,1.062147497914787,win,0.0
21,weekend_evening,197.23449686699743,132.23937853468524,130.23940106184529,129.18773388840754,33.96723031180972,1.512391766356783,1.373906071546368,8.491857719205845,8.541461517554811,9.23619431409544,207.61660535468496,141.91227785358905,141.85567196922636,139.97643178472285,0.0398879400844247,0.63,1.0,87,100,0.63,0.0,0.37,1.9999774728399884,1.6829949102244512,0.63,1.500280804390133,win,0.7321774753415355
22,weekday_midday,145.5695268840879,127.35637883586853,127.35637883586853,127.35637883586853,12.51164885815828,0.0,0.0,8.877710458771872,7.991418405900218,7.991418405900218,156.912351034353,137.03460281101923,137.03460281101923,137.03460281101923,0.0,0.0,0.98,88,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
22,weekday_rush,180.35800690698505,156.5358964409783,146.26103681777724,146.26103681777724,18.905160172230342,6.56389994679283,6.53134327608519,9.000845926379192,8.634064608439868,8.303597350930637,192.4981876071957,167.93206481169642,156.3457178371539,156.3457178371539,6.8994250666389325,0.99,1.0,89,100,0.99,0.0,0.01,10.27485962320103,9.966974980917882,0.99,6.700480459725601,win,0.0
22,weekend_midday,130.84931858604014,113.5129179081145,113.5129179081145,113.5129179081145,13.24913332775674,0.0,0.0,7.595542279187619,7.781168580393754,7.781168580393754,140.42995659376808,122.06044325484974,122.06044325484974,122.06044325484972,0.0,0.0,1.0,90,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
22,weekend_evening,173.28087112398782,133.11507693540585,129.68443465376006,129.68443465376006,25.159405182718153,2.5772003897879343,2.537796434539938,9.989941150160965,9.107175350471906,9.251799516036286,186.8608421446228,145.21785376003788,142.75279830337612,142.75279830337612,1.6974878727619034,0.78,1.0,91,100,0.78,0.0,0.22,3.4306422816457713,4.039564970158381,0.78,1.9042339298621025,win,0.0
23,weekday_midday,115.0819869485866,88.33037982867226,88.33037982867226,88.33037982867226,23.24569450809512,0.0,-3.946843401834699e-16,8.263652079798469,9.431353929321675,9.431353929321675,124.41530144656694,101.307270281547,101.30727028154702,101.307270281547,-1.4027477668392466e-14,0.12,1.0,92,100,0.0,1.0,0.0,-1.4210854715202004e-16,0.0,,0.0,tie,0.0
23,weekday_rush,137.06452045122643,109.03893586922096,109.03893586922096,109.03893586922096,20.44700152143179,0.0,0.0,7.569696696151672,8.738907741609857,8.738907741609857,145.51384311111713,121.67932202360906,121.67932202360906,121.67932202360906,0.0,0.0,1.0,93,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
23,weekend_midday,103.24186974785394,80.90577168641957,80.90577168641957,80.90577168641957,21.634728348087343,0.0,5.200312919502069e-16,8.592269206901143,8.712912799278099,8.712912799278099,114.74110312101256,91.7336921652791,91.7336921652791,91.7336921652791,0.0,0.09,1.0,94,100,0.0,1.0,0.0,7.105427357601002e-17,0.0,,0.0,tie,0.0
23,weekend_evening,125.5643065304168,104.555461539807,104.555461539807,104.555461539807,16.731542244069658,0.0,-3.5858309236227823e-16,8.74471899878026,8.516778577202622,8.516778577202622,137.73078731054702,114.62770055222464,114.62770055222464,114.62770055222464,1.239740014563714e-14,0.13,1.0,95,100,0.0,1.0,0.0,1.4210854715202004e-16,0.0,,0.0,tie,0.0
24,weekday_midday,139.7841736288219,108.71881052867546,106.82351457591656,106.82351457591656,23.57967872702666,1.7433008543254809,1.6442399295541643,8.813625779133972,8.368097415928501,9.319515353124654,152.86712584134537,119.74642673294392,119.47635465345132,119.47635465345132,0.2255366501205937,0.65,1.0,96,100,0.65,0.0,0.35,1.8952959527589268,1.9072782511315225,0.65,1.9051608363774808,win,0.0
24,weekday_rush,163.14777741016695,142.00890285668584,136.2506713030929,135.18994026237863,16.486345406626356,4.054838420520785,3.871120538517339,9.197090952475111,8.529571003316125,8.879210380349765,175.56112598113484,152.88268810779363,147.67261758265278,146.5654110171652,3.407887831922058,0.72,1.0,97,100,0.72,0.0,0.28,5.758231553592933,7.314878701551493,0.72,3.847553692584232,win,1.2450096956225238
24,weekend_midday,123.18908284030518,97.357989130646,97.70745679700116,97.9030731720952,20.684970985892353,-0.3589511959683266,-0.4871454132145521,8.026804312536777,7.849854392578256,7.624427584416895,133.80470468411812,106.9459092224044,105.84390522633144,108.86087338613578,1.0304311815996887,0.51,1.0,98,100,0.51,0.0,0.49,-0.34946766635517224,0.1338666990036259,0.51,-0.583974172172018,loss,1.6993462655653897
24,weekend_evening,136.98620984901126,111.7134953003546,111.7134953003546,111.7134953003546,18.449093946399948,0.0,0.0,8.590682293640228,8.741794632496298,8.741794632496298,147.9714867355995,122.47810017817802,122.47810017817802,122.47810017817802,0.0,0.0,1.0,99,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
25,weekday_midday,170.63813770852354,126.7983097065557,124.601041734074,124.601041734074,26.979370844452166,1.7328842770591717,1.7103898005636993,7.537567728218485,7.15181617399655,7.505254754106545,181.14747299614888,136.6792043917601,133.67076383679347,133.67076383679347,2.201096039704482,0.71,1.0,100,100,0.71,0.0,0.29,2.1972679724816846,2.3956757796972425,0.71,1.4352016593567538,win,0.0
25,weekday_rush,207.32656327923553,158.70354730848263,158.70354730848263,158.70354730848263,23.452381210441192,0.0,3.2236131703835247e-16,7.561515476166483,8.584298487321112,8.58429848732111,216.49792822487709,170.52363349642818,170.52363349642818,170.5236334964282,0.0,0.08,1.0,101,100,0.0,1.0,0.0,2.842170943040401e-16,0.0,,0.0,tie,0.0
25,weekend_midday,155.11525587360293,121.1225632172548,121.1225632172548,121.1225632172548,21.91447415336593,0.0,0.0,7.617285407694249,7.516127226353674,7.516127226353674,164.10563834282223,131.62811007788858,131.62811007788858,131.62811007788858,0.0,0.0,1.0,102,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
25,weekend_evening,177.94930640285682,134.09647793115798,134.09647793115798,134.09647793115798,24.64343882994467,0.0,1.3817300654778242e-15,8.446698662119493,8.204244766679171,8.20424476667917,189.9100793555569,143.65392842295637,143.65392842295637,143.65392842295637,0.0,0.11,1.0,103,100,0.0,1.0,0.0,1.9895196601282807e-15,0.0,,0.0,tie,0.0
26,weekday_midday,170.53116679351683,125.71732690833464,123.31190180600352,123.31190180600352,27.68952202425701,1.9133600447017112,1.6749363139569982,8.710171167786651,9.070323286468254,7.585720837042554,181.57336458328348,136.6242327272257,132.2152554783791,132.2152554783791,3.2270828979872173,0.64,1.0,104,100,0.64,0.0,0.36,2.405425102331137,2.9764479157788415,0.64,2.2876795284384013,win,0.0
26,weekday_rush,240.2654404088128,155.42502467923288,154.70506071819975,154.70506071819975,35.61077262923524,0.4632226776344208,0.379332831223533,8.807710057398234,8.26986078208387,7.74598803736242,252.4631589042534,166.48690026918277,164.1203512519404,164.1203512519404,1.4214625976073978,0.56,1.0,105,100,0.56,0.0,0.44,0.719963961033138,0.5458445980432316,0.56,0.566810604481621,win,0.0
26,weekend_midday,157.95721510745662,111.60840224399396,111.60840224399394,111.60840224399396,29.34263739198749,1.2732782146755207e-14,-1.0783684655405663e-16,8.135902276418367,7.968214129856731,7.968214129856732,168.41136089098492,121.7074637033906,121.70746370339062,121.7074637033906,-1.1676239305943331e-14,0.06,1.0,106,100,0.0,1.0,0.0,2.842170943040401e-16,0.0,,0.0,tie,0.0
26,weekend_evening,189.78378766146733,140.92942491471248,138.90992936726255,138.90992936726255,26.80621928831592,1.4329836006015717,1.404329763465991,8.32579922463094,8.515307035578132,9.181493116723244,200.07765250497033,150.30453234205194,148.88575034200113,148.88575034200113,0.9439382684895036,0.68,1.0,107,100,0.68,0.0,0.32,2.019495547449937,1.7640511845347504,0.68,1.625738768919081,win,0.0
27,weekday_midday,124.9137104480496,102.92918452455082,102.92918452455083,102.92918452455082,17.59977014904373,-1.3806438650849711e-14,6.245676389621208e-16,7.3012377574459,7.839680414203395,7.839680414203393,134.19628360133584,111.91490695339564,111.91490695339562,111.91490695339564,1.2697910494729522e-14,0.24,1.0,108,100,0.0,1.0,0.0,9.947598300641404e-16,0.0,,0.0,tie,0.0
27,weekday_rush,172.3538417252734,131.84391371416783,131.84391371416783,131.84391371416783,23.503930986161077,0.0,4.257888958213723e-16,7.945953766692153,8.336265702150799,8.336265702150799,183.14744072015677,144.5278106459761,144.5278106459761,144.5278106459761,0.0,0.09,1.0,109,100,0.0,1.0,0.0,1.4210854715202004e-16,0.0,,0.0,tie,0.0
27,weekend_midday,118.15270358320448,96.64534186474772,96.64534186474772,96.64534186474772,18.203021231173963,0.0,0.0,8.272092635767217,7.079213432473687,7.079213432473687,129.27056556169825,105.11922118799468,105.11922118799468,105.11922118799468,0.0,0.0,1.0,110,100,0.0,1.0,0.0,0.0,0.0,,0.0,tie,0.0
27,weekend_evening,138.40484776595935,116.48296754372222,116.48296754372224,116.48296754372222,15.838954036716055,-1.2199942201736848e-14,1.094198800286303e-15,8.152537779598951,9.504252620037946,9.504252620037946,148.97044467226272,126.97229166105774,126.97229166105774,126.97229166105774,0.0,0.2,1.0,111,100,0.0,1.0,0.0,8.526512829121202e-16,0.0,,0.0,tie,0.0
28,weekday_midday,124.60530158366738,108.4269176095493,108.4269176095493,108.4269176095493,12.983704359685651,0.0,1.6628000486728006e-16,7.349706949831086,8.04212963472606,8.04212963472606,134.6518245735865,118.22225151943977,118.22225151943977,118.22225151943977,0.0,0.03,0.96,112,100,0.0,1.0,0.0,8.526512829121202e-16,0.0,,-1.3174122529660346e-14,tie,0.0
28,weekday_rush,155.52532268849205,131.46956367505425,131.46956367505425,131.46956367505425,15.467422666352576,0.0,-2.4596105565237042e-15,8.229345680303078,8.285149639771415,8.285149639771415,166.00608186448744,141.89164445295887,141.89164445295887,141.89164445295887,0.0,0.08,1.0,113,100,0.0,1.0,0.0,-3.4106051316484808e-15,0.0,,2.1642277551398642e-14,tie,0.0
28,weekend_midday,121.05037648941487,94.66005739895829,94.66005739895829,94.66005739895829,21.801104511859375,0.0,2.6233297929807696e-16,8.66326115570155,8.945486703107628,8.945486703107628,130.51879112131434,105.07963703210012,105.07963703210012,105.07963703210012,0.0,0.22,1.0,114,100,0.0,1.0,0.0,0.0,0.0,,-1.5176513975126213e-14,tie,0.0
28,weekend_evening,143.42827275154812,125.48776623682365,122.57120071763455,122.57120071763455,14.541813572588284,2.324183150798033,2.19014974251623,9.235441606714591,8.313543203243103,8.043405138546115,154.48842107403468,135.7121482815163,132.47269394657835,132.47269394657835,2.3870039461891994,0.58,0.99,115,100,0.58,0.0,0.42,2.9165655191890405,2.5908745163893343,0.58,0.9615188422434312,win,0.0
29,weekday_midday,146.66960591018142,110.11053299430404,110.11053299430404,110.11053299430404,24.92614109719889,0.0,9.12472439690216e-16,8.507775330581401,8.333939505448676,8.333939505448676,157.96986274813693,121.389622959052,121.389622959052,121.389622959052,0.0,0.19,1.0,116,100,0.0,1.0,0.0,1.8474111129762605e-15,0.0,,0.0,tie,0.0
29,weekday_rush,171.05774614374184,138.0782498029308,138.0782498029308,138.0782498029308,19.279744463076216,0.0,-3.168170068220158e-16,6.769100918064659,7.660283998493177,7.660283998493177,179.440318984568,148.4888830819741,148.4888830819741,148.4888830819741,0.0,0.03,1.0,117,100,0.0,1.0,0.0,-4.263256414560601e-16,0.0,,0.0,tie,0.0
29,weekend_midday,122.75585027845612,94.0185973067603,94.0185973067603,94.0185973067603,23.41008832288562,0.0,-1.19563003360026e-15,8.784721026209334,8.045629839309218,8.045629839309218,133.33864442522423,104.93007568689556,104.93007568689556,104.93007568689556,0.0,0.02,1.0,118,100,0.0,1.0,0.0,-9.947598300641404e-16,0.0,,0.0,tie,0.0
29,weekend_evening,157.99853092074008,110.54935284282963,110.54935284282963,110.54935284282963,30.03140459686509,1.2854760656451672e-14,-8.135800684857896e-17,7.984475558625911,8.048558914193823,8.048558914193823,167.04841188967097,118.50282100846928,118.50282100846928,118.50282100846928,0.0,0.07,1.0,119,100,0.0,1.0,0.0,-4.263256414560601e-16,0.0,,0.0,tie,0.0
