instance,num_customers,baseline_distance,baseline_runtime,challenger_distance,challenger_runtime,objective_improvement_percent,outcome,runtime_ratio,baseline_solver,challenger_solver
cvrp_n50_seed13,50,362.8322468833045,0.0005933750071562,342.72503434446486,5.000764666998293,5.541738010212359,win,8427.663124816938,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed14,50,351.80235324759803,0.0005770830030087,345.4592443223521,5.000661708007101,1.8030319771004084,win,8665.411529945393,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed15,50,337.6672402836966,0.0005551670037675,332.8192019355512,5.0007087500125635,1.4357443570990887,win,9007.575587303501,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed16,50,360.84832687349865,0.0005711249832529,346.22388112312785,5.000731416017516,4.052795776297901,win,8755.931823425663,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed17,50,362.0197446234011,0.000606957997661,354.20851677520983,5.001526417006971,2.1576800614334073,win,8240.31718221207,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed18,50,360.0278596067987,0.0005606669874396,361.27287179432017,5.0007959159847815,-0.3458099572853048,loss,8919.369301235187,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed19,50,336.5902427858663,0.0005921669944655,336.89584761117703,5.0009487079805695,-0.09079432094684135,loss,8445.166236416995,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed20,50,293.42166424458486,0.0005681250186171,285.2047239012864,5.0006937500147615,2.800386387437684,win,8802.100921707668,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed21,50,355.237439783013,0.0005640420131385,352.06342598019194,5.000766333017964,0.8934907887974297,win,8865.946536840742,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed22,50,314.6693851979917,0.0005905420111957,309.4191098618683,5.000752207997721,1.668505289391233,win,8468.071895295725,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed23,50,334.79607878062086,0.0005999580025672,329.56693866532265,5.000738458009437,1.5618881004650786,win,8335.14752134557,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed24,50,349.5410936667915,0.0005747499817516,332.50982531681996,5.000784959003795,4.872465257606304,win,8700.800552900364,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed25,50,338.7078022485223,0.0006081250030547,346.32740485811735,5.000720292009646,-2.2496094152576624,loss,8223.178239490735,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed26,50,300.8923118471854,0.0005980000132694,303.8065625518876,5.000688750005793,-0.9685361140707015,loss,8362.355583682862,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed27,50,348.958324866583,0.0005815000040456,326.3509248339477,5.00077791698277,6.47853867400319,win,8599.78999517018,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed28,50,324.61071092648046,0.0005748750118073,327.75882404064885,5.000771999999415,-0.9698118417544709,loss,8698.8856660823,Clarke-Wright,OR-Tools-5s
cvrp_n50_seed29,50,350.59839990008913,0.0005805419932585,342.1843387313162,5.000640042009763,2.399914309697569,win,8613.74388085499,Clarke-Wright,OR-Tools-5s
