num_customers,challenger_solver,paired_instances,mean_improvement_percent,median_improvement_percent,std_improvement_percent,min_improvement_percent,max_improvement_percent,mean_baseline_runtime,mean_challenger_runtime,ci_95_lower,ci_95_upper,win,tie,loss,win_rate,tie_rate,loss_rate
20,OR-Tools-1s,29,3.341426817855441,2.9342130757809297,2.761911745370816,-0.5119997853600505,11.337182023901466,0.00012081752206065517,1.0005851507614414,2.389026745954367,4.355301400841134,24,4,1,0.8275862068965517,0.13793103448275862,0.034482758620689655
20,OR-Tools-3s,29,3.439588576287004,3.0915583138391773,2.689712039609897,0.0,11.337182023901466,0.00012081752206065517,3.000562862171952,2.5171181789190653,4.430993379958859,25,4,0,0.8620689655172413,0.13793103448275862,0.0
20,OR-Tools-5s,29,3.4859644357995054,3.0915583138391773,2.7010509391150586,0.0,11.337182023901466,0.00012081752206065517,5.000421961173335,2.563515523153588,4.47694483001958,25,4,0,0.8620689655172413,0.13793103448275862,0.0
50,OR-Tools-1s,30,0.057914574732246864,0.6261082317788678,2.468515357709848,-4.12908581777321,5.642649995682432,0.0005928625032538067,1.0006351749655247,-0.7789468294273596,0.9334274924959155,16,0,14,0.5333333333333333,0.0,0.4666666666666667
50,OR-Tools-3s,30,0.9804525379800358,1.1503389991173765,2.408355839338623,-3.5683415179025713,6.47853867400319,0.0005928625032538067,3.0004850417307654,0.15728455166988614,1.8534782830877095,18,0,12,0.6,0.0,0.4
50,OR-Tools-5s,30,1.6151220609522503,1.7026614688776904,2.1211872654947035,-2.2496094152576624,6.47853867400319,0.0005928625032538067,5.000433091603918,0.8839959984161908,2.3781385840495943,21,0,9,0.7,0.0,0.3
