num_customers,instances,mean_distance,std_distance,min_distance,max_distance,mean_runtime,valid_rate
10,5,95.21513724199818,6.973950007725074,83.19713016032063,100.91936910111319,1.0007001417980064,1.0
20,5,157.39736566154096,21.08530026219626,139.09604761082608,186.32815957565805,1.0005911502055824,1.0
50,5,340.11572972543956,29.069298565328552,317.35335926491734,383.66634286011873,1.0007255333999638,1.0
