seed,time_limit,distance,runtime,valid
0,1,318.78889791382204,1.001718040992273,True
0,3,318.4439567956537,3.000912874995265,True
0,5,311.77090674659746,5.000787375000073,True
1,1,356.359007339763,1.0007415000000037,True
1,3,356.359007339763,3.0007644169963896,True
1,5,355.5757889247697,5.000830582983326,True
2,1,324.41104124857685,1.0007922909862828,True
2,3,322.143398497768,3.000761584000429,True
2,5,314.7862851893558,5.000747291982407,True
